x,y,u1,u2,p
0.04,0.53,-0.00634907,0.0655594,-0.114866
0.04,0.54,-0.00656143,0.0686432,-0.125185
0.04,0.55,-0.00687554,0.0717078,-0.134791
0.04,0.56,-0.00718966,0.0747723,-0.144396
0.04,0.57,-0.00750377,0.0778369,-0.154002
0.04,0.58,-0.00781789,0.0809015,-0.163608
0.04,0.59,-0.00813201,0.083966,-0.173214
0.04,0.6,-0.00844612,0.0870306,-0.18282
0.04,0.61,-0.00898853,0.0909437,-0.199308
0.04,0.62,-0.00948571,0.094982,-0.215797
0.04,0.63,-0.00993766,0.0991454,-0.232286
0.04,0.64,-0.0103444,0.103434,-0.248775
0.04,0.65,-0.0104495,0.10781,-0.267933
0.04,0.66,-0.0105546,0.112186,-0.287091
0.04,0.67,-0.0106597,0.116562,-0.306249
0.04,0.68,-0.0107648,0.120938,-0.325406
0.04,0.69,-0.0108699,0.125314,-0.344564
0.04,0.7,-0.010975,0.12969,-0.363722
0.04,0.71,-0.0099256,0.134662,-0.402931
0.04,0.72,-0.00848959,0.139092,-0.44214
0.04,0.73,-0.00666699,0.142978,-0.481348
0.04,0.74,-0.00445781,0.146321,-0.520557
0.04,0.75,-0.0045,0.151558,-0.533649
0.04,0.76,-0.00454218,0.156795,-0.54674
0.04,0.77,-0.00458437,0.162033,-0.559831
0.04,0.78,-0.00462656,0.16727,-0.572923
0.04,0.79,-0.00466874,0.172507,-0.586014
0.04,0.8,-0.00471093,0.177744,-0.599105
0.04,0.81,-0.0205553,0.198417,-0.656694
0.04,0.82,-0.0342888,0.216187,-0.714283
0.04,0.83,-0.0459115,0.231055,-0.771872
0.04,0.84,-0.0554233,0.243021,-0.82946
0.04,0.85,-0.0545895,0.235835,-1.04944
0.04,0.86,-0.0537557,0.228649,-1.26942
0.04,0.87,-0.0529219,0.221463,-1.48939
0.04,0.88,-0.0520881,0.214276,-1.70937
0.04,0.89,-0.0512542,0.20709,-1.92935
0.04,0.9,-0.0504204,0.199904,-2.14933
0.04,0.91,-0.041166,0.184866,-2.12676
0.04,0.92,-0.0182718,0.171275,-2.1042
0.04,0.93,0.0182624,0.159132,-2.08163
0.04,0.94,0.0684363,0.148436,-2.05906
0.04,0.95,0.123697,0.123697,-2.31328
0.04,0.96,0.218958,0.0989573,-2.56749
0.04,0.97,0.354218,0.074218,-2.8217
0.04,0.98,0.529479,0.0494787,-3.07592
0.04,0.99,0.744739,0.0247393,-3.33013
0.04,1,1,2.74662e-17,-3.58434
0.05,0,2.14406e-34,2.50919e-33,-0.0397962
